Date,Open,High,Low,Close,Adj Close,Volume,log_return
2020-06-19,59.31428527832031,59.42856979370117,57.07619094848633,58.88571548461914,57.9688720703125,1419810,-0.015976881362291397
2020-06-22,58.619049072265625,60.39047622680664,57.4571418762207,57.9523811340332,57.05006790161133,328335,-0.015568363549644347
2020-06-23,58.847618103027344,59.07619094848633,57.009525299072266,57.05714416503906,56.16877365112305,382620,-0.036027739053150355
2020-06-24,56.761905670166016,56.761905670166016,54.72380828857422,55.03809356689453,54.181156158447266,456750,0.02781516419296392
2020-06-25,54.847618103027344,56.72380828857422,54.5428581237793,56.590476989746094,55.70936965942383,397740,-0.037727375202745966
2020-06-26,55.52381134033203,55.847618103027344,54.009525299072266,54.4952392578125,53.64675521850586,879060,0.02195228332530464
2020-06-29,55.380950927734375,56.35238265991211,54.92380905151367,55.70476150512695,54.83744812011719,340830,0.016616202342362506
2020-06-30,55.0,56.80952453613281,54.91428756713867,56.63809585571289,55.756248474121094,383985,-0.026927373433768394
2020-07-01,56.733333587646484,57.019046783447266,55.019046783447266,55.133331298828125,54.27490997314453,361200,0.003448929859009367
2020-07-02,56.590476989746094,57.05714416503906,55.123809814453125,55.32381057739258,54.462425231933594,230895,-0.007603297716313909
2020-07-06,56.380950927734375,57.019046783447266,54.64761734008789,54.904762268066406,54.049903869628906,323190,-0.027611025570660034
2020-07-07,54.25714111328125,54.43809509277344,53.33333206176758,53.409523010253906,52.57794189453125,402780,-0.0032148646607124626
2020-07-08,53.4952392578125,54.07619094848633,52.36190414428711,53.238094329833984,52.409183502197266,397530,-0.032915030870104306
2020-07-09,52.92380905151367,53.238094329833984,51.342857360839844,51.514286041259766,50.712215423583984,341985,0.0269941461371728
2020-07-10,51.4952392578125,52.980953216552734,51.47618865966797,52.92380905151367,52.09979248046875,321090,0.00967056867568021
2020-07-13,53.095237731933594,54.08571243286133,52.5523796081543,53.43809509277344,52.60607147216797,378420,-0.011651964898264614
2020-07-14,53.06666564941406,53.43809509277344,51.94285583496094,52.81904983520508,51.996665954589844,358890,0.030367227819143375
2020-07-15,53.89523696899414,54.866668701171875,53.58095169067383,54.4476203918457,53.59988021850586,347235,0.01165123425037513
2020-07-16,54.24761962890625,55.63809585571289,53.69523620605469,55.08571243286133,54.22803497314453,468090,-0.024148147739543224
